id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
289632,Male,30,1,39.0,1,1-2 Year,No,36888.0,124.0,207,0
78038,Male,38,1,28.0,0,1-2 Year,Yes,34878.0,124.0,172,1
294400,Male,22,1,8.0,0,< 1 Year,No,35949.0,160.0,119,0
195297,Male,38,1,3.0,0,1-2 Year,Yes,22354.0,124.0,210,0
285126,Female,42,1,30.0,1,1-2 Year,No,23632.0,152.0,94,0
197696,Male,24,1,3.0,0,< 1 Year,No,37883.0,160.0,19,1
84332,Male,51,1,28.0,1,1-2 Year,Yes,33151.0,124.0,117,0
241983,Female,24,1,41.0,0,< 1 Year,No,30916.0,152.0,133,0
1297,Male,30,1,28.0,1,1-2 Year,No,42271.0,26.0,102,0
102436,Female,24,1,28.0,0,< 1 Year,Yes,40800.0,152.0,219,1
277313,Female,27,1,28.0,0,1-2 Year,Yes,36156.0,26.0,250,1
262277,Male,41,1,36.0,0,1-2 Year,Yes,32364.0,124.0,223,1
338486,Male,50,1,39.0,0,1-2 Year,Yes,2630.0,124.0,21,0
97587,Female,47,1,11.0,0,1-2 Year,Yes,31684.0,155.0,158,0
324074,Female,24,1,28.0,1,< 1 Year,No,43573.0,152.0,250,0
32744,Male,50,1,8.0,1,1-2 Year,Yes,46988.0,7.0,196,0
170659,Female,21,1,11.0,1,< 1 Year,No,2630.0,160.0,107,0
338231,Female,53,1,46.0,1,1-2 Year,No,26346.0,152.0,12,0
87298,Female,23,1,46.0,1,< 1 Year,No,27981.0,152.0,248,0
252149,Male,23,1,2.0,0,< 1 Year,Yes,42160.0,151.0,96,0
67712,Female,71,1,46.0,0,1-2 Year,Yes,24020.0,124.0,258,0
271864,Male,45,1,28.0,0,> 2 Years,Yes,53768.0,26.0,36,1
17599,Female,24,1,41.0,1,< 1 Year,No,35722.0,152.0,246,0
224466,Male,67,1,28.0,0,1-2 Year,Yes,44330.0,13.0,149,0
221659,Male,59,1,48.0,0,1-2 Year,Yes,2630.0,15.0,260,1
84863,Male,41,1,28.0,0,1-2 Year,Yes,2630.0,124.0,142,1
73828,Male,52,1,28.0,0,1-2 Year,Yes,43416.0,26.0,125,0
30013,Male,45,1,28.0,0,1-2 Year,Yes,29440.0,156.0,176,0
77760,Female,26,1,8.0,1,< 1 Year,No,29021.0,152.0,91,0
175545,Male,28,1,6.0,0,< 1 Year,Yes,18137.0,160.0,168,0
195169,Male,20,1,26.0,0,< 1 Year,Yes,2630.0,160.0,151,0
281674,Female,21,1,16.0,1,< 1 Year,No,23603.0,152.0,207,0
123266,Female,78,1,28.0,1,1-2 Year,No,28099.0,26.0,255,0
19881,Male,41,1,28.0,0,1-2 Year,Yes,42419.0,26.0,112,1
162773,Female,22,1,15.0,1,< 1 Year,No,34423.0,160.0,199,0
95661,Male,26,1,17.0,1,< 1 Year,No,2630.0,152.0,275,0
46451,Female,28,1,26.0,1,< 1 Year,No,29904.0,152.0,111,0
252301,Female,28,1,8.0,0,< 1 Year,Yes,38722.0,152.0,130,0
43655,Female,20,1,30.0,0,< 1 Year,No,2630.0,160.0,296,0
32194,Male,23,1,6.0,1,< 1 Year,No,32723.0,152.0,204,0
335587,Female,27,1,30.0,1,< 1 Year,No,34684.0,152.0,36,0
71614,Female,31,1,28.0,0,< 1 Year,Yes,46851.0,122.0,268,1
77818,Female,22,1,30.0,1,< 1 Year,No,24520.0,152.0,217,0
52175,Female,51,1,46.0,0,1-2 Year,Yes,2630.0,11.0,158,1
249753,Male,21,1,7.0,1,< 1 Year,No,42776.0,152.0,171,0
165581,Female,26,1,18.0,1,< 1 Year,No,28309.0,152.0,235,0
165986,Female,29,1,49.0,0,< 1 Year,No,22666.0,152.0,54,0
322696,Male,45,1,15.0,1,1-2 Year,No,29350.0,26.0,100,0
65016,Male,22,1,15.0,0,< 1 Year,No,2630.0,152.0,208,0
58665,Female,25,1,28.0,1,< 1 Year,No,25648.0,152.0,57,0
296062,Male,40,1,21.0,0,1-2 Year,Yes,28485.0,12.0,48,1
303776,Male,50,1,46.0,0,1-2 Year,Yes,21135.0,124.0,132,0
335995,Female,38,1,41.0,0,1-2 Year,Yes,28457.0,155.0,181,0
148364,Female,48,1,50.0,1,1-2 Year,No,39692.0,26.0,86,0
56215,Male,57,1,33.0,0,1-2 Year,Yes,31458.0,26.0,161,0
93990,Male,55,1,46.0,1,1-2 Year,No,25495.0,11.0,130,0
229536,Male,48,1,35.0,1,1-2 Year,No,24513.0,26.0,87,0
233297,Female,46,1,23.0,0,1-2 Year,Yes,27565.0,124.0,158,0
280355,Male,23,1,46.0,0,< 1 Year,Yes,25176.0,152.0,51,0
227593,Male,38,1,27.0,1,1-2 Year,No,2630.0,14.0,252,0
312853,Male,65,1,7.0,1,1-2 Year,No,27578.0,26.0,83,0
173627,Male,23,1,41.0,0,< 1 Year,No,21977.0,152.0,158,0
170024,Male,44,1,28.0,0,1-2 Year,Yes,33214.0,26.0,45,1
38477,Female,33,1,28.0,0,< 1 Year,Yes,35029.0,26.0,187,1
363121,Female,25,1,26.0,1,< 1 Year,No,41934.0,152.0,94,0
143845,Male,26,1,28.0,0,1-2 Year,Yes,46434.0,154.0,46,1
171413,Male,24,1,45.0,1,< 1 Year,No,2630.0,152.0,290,0
87628,Male,49,1,41.0,1,1-2 Year,No,32188.0,26.0,64,0
216080,Male,68,1,50.0,1,1-2 Year,No,50208.0,124.0,54,0
272424,Male,42,1,0.0,1,1-2 Year,No,2630.0,124.0,217,0
194252,Female,69,1,15.0,0,1-2 Year,Yes,2630.0,124.0,299,0
144408,Male,43,1,48.0,1,1-2 Year,No,2630.0,15.0,138,0
363003,Male,42,1,50.0,0,1-2 Year,Yes,27007.0,8.0,91,0
300872,Female,25,1,30.0,1,< 1 Year,No,28213.0,152.0,49,0
24638,Female,49,1,48.0,0,1-2 Year,Yes,2630.0,26.0,198,0
203849,Male,21,1,47.0,1,< 1 Year,No,34527.0,152.0,40,0
160766,Female,63,1,28.0,0,1-2 Year,Yes,41024.0,26.0,160,0
20082,Male,21,1,36.0,0,< 1 Year,Yes,27885.0,160.0,190,0
244334,Male,28,1,41.0,1,< 1 Year,No,25038.0,152.0,186,0
169596,Male,67,1,28.0,0,1-2 Year,No,24011.0,157.0,109,1
121671,Male,49,1,28.0,0,1-2 Year,Yes,44725.0,26.0,117,0
158502,Female,38,1,28.0,0,1-2 Year,Yes,40998.0,124.0,179,0
346630,Male,25,1,6.0,1,< 1 Year,No,36587.0,152.0,119,0
362533,Female,38,1,8.0,1,1-2 Year,No,26980.0,124.0,55,0
77126,Male,42,1,28.0,0,1-2 Year,Yes,42207.0,122.0,197,0
205681,Male,37,1,37.0,1,1-2 Year,No,2630.0,156.0,99,1
279861,Male,23,1,21.0,1,< 1 Year,No,28544.0,152.0,195,0
85615,Male,61,1,28.0,1,1-2 Year,No,40177.0,122.0,171,0
312621,Female,22,1,35.0,1,< 1 Year,No,33701.0,152.0,284,0
160150,Female,23,1,3.0,1,< 1 Year,No,32450.0,152.0,203,0
244437,Male,58,1,6.0,0,> 2 Years,Yes,2630.0,26.0,104,0
41054,Female,34,1,28.0,0,1-2 Year,Yes,35260.0,157.0,281,1
273806,Male,22,1,35.0,1,< 1 Year,No,18427.0,152.0,115,0
374135,Male,35,1,28.0,0,1-2 Year,No,36450.0,13.0,27,0
94758,Male,20,1,46.0,0,< 1 Year,No,38494.0,160.0,140,0
220066,Male,57,1,28.0,1,1-2 Year,No,70097.0,124.0,23,0
151063,Female,23,1,46.0,1,< 1 Year,No,38621.0,152.0,111,0
105492,Male,21,1,28.0,0,< 1 Year,Yes,64965.0,26.0,218,0
199446,Female,49,1,28.0,1,1-2 Year,No,30253.0,29.0,78,0
307792,Male,43,1,8.0,0,1-2 Year,Yes,26674.0,124.0,102,0
166016,Female,24,1,8.0,1,< 1 Year,No,36340.0,151.0,265,0
303504,Male,52,1,28.0,0,1-2 Year,Yes,49339.0,26.0,172,0
335582,Male,55,1,3.0,0,1-2 Year,Yes,2630.0,122.0,183,0
152002,Male,35,1,8.0,1,1-2 Year,No,35786.0,124.0,207,0
34233,Male,63,1,50.0,0,1-2 Year,Yes,2630.0,8.0,114,1
58994,Female,40,1,19.0,0,1-2 Year,Yes,36495.0,124.0,160,0
371295,Male,58,1,8.0,0,1-2 Year,Yes,2630.0,124.0,201,0
2783,Male,57,1,36.0,1,1-2 Year,No,34507.0,26.0,251,0
142917,Male,21,1,36.0,0,< 1 Year,No,35565.0,152.0,44,0
184195,Female,22,1,2.0,1,< 1 Year,No,24169.0,152.0,71,0
265599,Male,20,1,17.0,1,< 1 Year,No,2630.0,160.0,268,0
348428,Female,64,1,28.0,0,> 2 Years,Yes,58734.0,26.0,141,0
70510,Female,29,1,48.0,1,< 1 Year,No,2630.0,152.0,49,0
213849,Male,43,1,46.0,0,1-2 Year,Yes,32922.0,124.0,211,0
251618,Male,57,1,28.0,0,> 2 Years,Yes,51447.0,124.0,94,0
42463,Female,43,1,11.0,0,1-2 Year,Yes,30349.0,26.0,229,0
215312,Male,20,1,3.0,0,< 1 Year,Yes,30661.0,160.0,212,0
190383,Male,55,1,37.0,0,1-2 Year,Yes,31461.0,122.0,215,0
60616,Male,21,1,46.0,1,< 1 Year,No,23677.0,160.0,298,0
164408,Female,33,1,21.0,0,1-2 Year,Yes,33232.0,124.0,280,0
308613,Male,36,1,30.0,1,1-2 Year,No,2630.0,124.0,105,0
100601,Male,43,1,15.0,0,1-2 Year,Yes,31541.0,124.0,140,0
107725,Female,74,1,28.0,1,1-2 Year,No,50183.0,122.0,71,0
374384,Male,24,1,50.0,0,< 1 Year,No,35458.0,151.0,243,0
183611,Female,48,1,46.0,1,1-2 Year,No,29908.0,124.0,244,0
319282,Female,72,1,50.0,1,1-2 Year,No,34281.0,8.0,186,0
123973,Male,33,1,8.0,0,1-2 Year,Yes,28728.0,124.0,132,0
95554,Male,66,1,26.0,0,1-2 Year,Yes,38208.0,120.0,135,0
48369,Male,23,1,28.0,0,< 1 Year,Yes,38250.0,152.0,159,1
230671,Female,30,1,28.0,1,< 1 Year,No,23328.0,152.0,149,0
67652,Female,38,1,28.0,1,1-2 Year,No,37272.0,124.0,122,0
350551,Female,23,1,3.0,1,< 1 Year,No,21562.0,152.0,296,0
156103,Male,54,1,8.0,1,1-2 Year,No,45252.0,26.0,233,0
120932,Male,54,1,3.0,0,1-2 Year,Yes,25363.0,26.0,56,0
27190,Male,24,1,14.0,1,< 1 Year,No,16852.0,152.0,161,0
60559,Male,62,1,48.0,0,< 1 Year,No,2630.0,1.0,250,0
338729,Female,25,1,8.0,0,< 1 Year,Yes,46759.0,152.0,296,0
365425,Female,23,1,3.0,1,< 1 Year,Yes,34444.0,152.0,228,0
171085,Male,52,1,25.0,0,1-2 Year,Yes,25711.0,154.0,252,0
171802,Male,37,1,18.0,0,1-2 Year,Yes,28160.0,124.0,242,0
109938,Female,34,1,16.0,1,1-2 Year,No,18358.0,152.0,101,0
43929,Female,54,1,39.0,0,1-2 Year,Yes,40491.0,26.0,115,0
261042,Male,43,1,48.0,0,> 2 Years,Yes,2630.0,26.0,84,1
308481,Female,21,1,47.0,0,< 1 Year,Yes,35350.0,152.0,221,0
234473,Male,43,1,47.0,0,1-2 Year,Yes,38350.0,124.0,172,0
327445,Male,47,1,8.0,0,1-2 Year,Yes,2630.0,26.0,67,1
19522,Male,47,1,28.0,0,1-2 Year,Yes,42391.0,26.0,102,1
377895,Female,31,1,38.0,1,< 1 Year,No,2630.0,152.0,247,0
306787,Female,45,1,28.0,0,1-2 Year,Yes,70926.0,26.0,107,1
164733,Male,46,1,28.0,0,> 2 Years,Yes,2630.0,157.0,31,1
220247,Female,38,1,39.0,1,1-2 Year,No,2630.0,124.0,161,0
62871,Female,47,1,35.0,1,1-2 Year,No,19254.0,88.0,136,0
364426,Female,61,1,28.0,0,> 2 Years,Yes,37739.0,26.0,111,0
185334,Female,62,1,30.0,0,1-2 Year,Yes,29797.0,124.0,53,0
160055,Female,36,1,29.0,1,1-2 Year,No,22230.0,26.0,298,0
338700,Female,24,1,41.0,1,< 1 Year,No,33675.0,152.0,42,0
120561,Male,23,1,16.0,1,< 1 Year,No,33547.0,152.0,49,0
362412,Female,40,1,29.0,0,1-2 Year,Yes,36005.0,124.0,264,1
59108,Male,23,1,10.0,1,< 1 Year,No,33341.0,152.0,220,0
68471,Male,52,1,28.0,1,1-2 Year,No,39959.0,55.0,262,0
53215,Male,22,1,24.0,0,< 1 Year,Yes,23556.0,152.0,209,0
67236,Female,24,1,1.0,1,< 1 Year,No,2630.0,160.0,73,0
17884,Male,23,1,28.0,0,< 1 Year,Yes,39477.0,152.0,103,0
359104,Male,64,1,46.0,0,> 2 Years,Yes,27720.0,26.0,169,0
232982,Male,39,1,8.0,0,1-2 Year,No,30240.0,124.0,259,0
258748,Male,40,1,33.0,0,1-2 Year,Yes,2630.0,124.0,187,1
46616,Male,21,1,36.0,1,< 1 Year,No,38608.0,152.0,263,0
197746,Male,25,1,13.0,1,< 1 Year,No,2630.0,152.0,39,0
327970,Male,44,1,47.0,1,1-2 Year,No,39576.0,26.0,292,0
151709,Male,45,1,28.0,0,1-2 Year,Yes,46059.0,55.0,261,1
301197,Female,38,1,39.0,0,1-2 Year,Yes,2630.0,154.0,204,1
69959,Female,47,1,28.0,0,1-2 Year,Yes,50829.0,26.0,74,1
90945,Female,64,1,20.0,1,1-2 Year,No,2630.0,26.0,80,0
234110,Female,24,1,28.0,1,< 1 Year,No,32944.0,152.0,272,0
22120,Female,25,1,10.0,1,< 1 Year,No,26638.0,152.0,265,0
13398,Male,24,1,50.0,1,< 1 Year,No,51002.0,151.0,120,0
327267,Female,66,1,28.0,1,1-2 Year,No,55861.0,55.0,269,0
132361,Male,27,1,21.0,1,< 1 Year,No,22944.0,152.0,170,0
166313,Male,53,1,28.0,0,1-2 Year,No,44131.0,124.0,101,0
95393,Female,20,1,15.0,0,< 1 Year,Yes,33126.0,160.0,68,0
169903,Female,40,1,8.0,1,1-2 Year,No,35085.0,26.0,28,0
361620,Male,54,1,48.0,0,1-2 Year,Yes,2630.0,26.0,108,0
139212,Male,24,1,30.0,1,< 1 Year,No,30217.0,152.0,105,0
343474,Male,65,1,35.0,0,1-2 Year,Yes,43055.0,122.0,227,0
15088,Female,23,1,13.0,0,< 1 Year,No,29926.0,151.0,219,0
289569,Male,32,1,28.0,0,< 1 Year,Yes,36563.0,26.0,262,1
159219,Male,49,1,46.0,0,> 2 Years,Yes,20401.0,124.0,23,0
177190,Male,25,1,15.0,1,< 1 Year,No,54503.0,152.0,149,0
366522,Male,70,1,28.0,0,1-2 Year,Yes,56061.0,26.0,53,1
110272,Female,24,1,11.0,1,< 1 Year,No,28142.0,152.0,81,0
95519,Male,28,1,30.0,1,< 1 Year,No,42341.0,152.0,40,0
209934,Female,24,1,9.0,1,< 1 Year,No,47373.0,152.0,277,0
128661,Male,20,1,15.0,1,< 1 Year,No,25404.0,160.0,142,0
13966,Female,58,1,21.0,0,1-2 Year,Yes,2630.0,26.0,80,0
267198,Female,49,1,50.0,0,1-2 Year,Yes,38197.0,66.0,280,0
95672,Female,24,1,28.0,0,< 1 Year,Yes,31753.0,124.0,35,0
18451,Female,27,1,28.0,1,< 1 Year,No,43203.0,152.0,88,0
302461,Female,24,1,45.0,1,< 1 Year,No,26249.0,152.0,113,0
329686,Male,60,1,28.0,0,1-2 Year,Yes,44553.0,26.0,134,0
318418,Female,28,1,28.0,0,< 1 Year,Yes,40383.0,152.0,254,0
53356,Female,25,1,27.0,1,< 1 Year,No,43531.0,152.0,59,0
252279,Male,23,1,2.0,0,< 1 Year,Yes,34509.0,152.0,268,0
346948,Male,24,1,29.0,1,< 1 Year,No,43034.0,26.0,151,0
253507,Male,80,1,8.0,1,1-2 Year,No,33349.0,124.0,44,0
369574,Male,33,1,28.0,0,1-2 Year,Yes,57872.0,122.0,29,0
196417,Female,34,1,41.0,1,1-2 Year,No,27825.0,152.0,82,0
181611,Male,68,1,16.0,1,1-2 Year,No,25865.0,124.0,71,0
30989,Female,64,1,33.0,0,1-2 Year,Yes,22475.0,154.0,13,0
123614,Female,21,1,8.0,1,< 1 Year,No,52925.0,160.0,254,0
83446,Female,21,1,47.0,1,< 1 Year,No,25330.0,160.0,257,0
217232,Female,34,1,29.0,0,1-2 Year,No,34213.0,26.0,55,0
203233,Female,20,1,46.0,1,< 1 Year,No,30781.0,160.0,66,0
231062,Male,24,1,32.0,0,< 1 Year,No,24360.0,160.0,117,0
182254,Female,44,1,15.0,1,1-2 Year,No,49243.0,124.0,127,0
92370,Female,23,1,47.0,0,< 1 Year,No,34378.0,152.0,293,0
190330,Male,41,1,9.0,0,1-2 Year,Yes,23704.0,124.0,189,0
26312,Female,58,1,46.0,0,1-2 Year,Yes,27891.0,154.0,191,1
77779,Male,48,1,8.0,1,1-2 Year,No,44546.0,25.0,224,0
325086,Male,54,1,46.0,0,1-2 Year,Yes,37042.0,11.0,44,0
94985,Male,28,1,7.0,0,< 1 Year,Yes,2630.0,156.0,289,0
313969,Male,63,1,36.0,0,> 2 Years,Yes,51444.0,124.0,194,0
8726,Male,34,1,11.0,0,1-2 Year,Yes,26195.0,163.0,157,1
109208,Female,53,1,30.0,1,1-2 Year,No,26615.0,152.0,219,0
98838,Female,42,1,30.0,1,1-2 Year,No,29469.0,26.0,61,0
287968,Female,20,1,15.0,1,< 1 Year,No,26959.0,160.0,186,0
315262,Male,54,1,28.0,1,1-2 Year,No,41120.0,26.0,43,0
46988,Male,26,1,29.0,1,< 1 Year,No,61921.0,152.0,107,0
195745,Male,35,1,29.0,0,1-2 Year,Yes,50011.0,26.0,52,0
116754,Female,48,1,39.0,0,1-2 Year,Yes,2630.0,122.0,247,0
152796,Male,70,1,46.0,0,1-2 Year,Yes,34115.0,124.0,121,0
267200,Female,53,1,50.0,0,< 1 Year,No,2630.0,1.0,181,0
114013,Female,29,1,15.0,1,< 1 Year,No,2630.0,152.0,157,0
317464,Male,57,1,20.0,0,1-2 Year,Yes,2630.0,26.0,193,0
202012,Male,54,1,28.0,0,1-2 Year,Yes,39570.0,124.0,160,0
227539,Male,24,1,7.0,1,< 1 Year,No,22921.0,152.0,162,0
27663,Female,34,1,52.0,0,1-2 Year,Yes,45114.0,124.0,66,1
354868,Male,43,1,28.0,0,1-2 Year,Yes,38891.0,26.0,60,0
293934,Male,56,1,50.0,1,1-2 Year,No,23724.0,65.0,267,0
206222,Female,34,1,28.0,1,1-2 Year,No,27867.0,152.0,76,0
110633,Female,64,1,46.0,0,1-2 Year,Yes,30980.0,11.0,269,0
238321,Male,22,1,7.0,0,< 1 Year,Yes,38866.0,152.0,63,1
134901,Male,46,1,12.0,0,> 2 Years,Yes,26540.0,124.0,225,0
195733,Female,59,1,41.0,1,1-2 Year,No,45453.0,26.0,247,0
167202,Female,24,1,32.0,1,< 1 Year,No,2630.0,152.0,297,0
90454,Male,34,1,41.0,0,1-2 Year,Yes,38473.0,157.0,16,0
174698,Female,54,1,28.0,0,1-2 Year,Yes,41091.0,26.0,35,0
63080,Female,28,1,21.0,0,< 1 Year,Yes,34544.0,152.0,153,1
330043,Female,23,1,11.0,1,< 1 Year,No,31222.0,152.0,285,0
157412,Male,24,1,30.0,1,< 1 Year,No,24689.0,152.0,198,0
372725,Male,26,1,41.0,1,< 1 Year,No,35678.0,152.0,159,0
241164,Female,22,1,12.0,1,< 1 Year,No,36309.0,152.0,90,0
370649,Female,23,1,28.0,1,< 1 Year,No,41271.0,152.0,79,0
62045,Male,40,1,8.0,0,1-2 Year,Yes,41461.0,29.0,136,1
151066,Male,27,1,49.0,1,< 1 Year,No,2630.0,152.0,29,0
224256,Male,52,1,28.0,0,1-2 Year,Yes,45730.0,26.0,121,1
221882,Male,53,1,29.0,1,1-2 Year,No,31165.0,152.0,24,0
339601,Female,25,1,46.0,0,< 1 Year,Yes,28229.0,152.0,101,0
131814,Male,45,1,15.0,1,1-2 Year,Yes,34811.0,26.0,103,0
86975,Male,39,1,28.0,0,> 2 Years,Yes,47628.0,26.0,105,0
212173,Male,42,1,4.0,0,1-2 Year,Yes,33448.0,124.0,283,0
139337,Female,63,1,28.0,0,1-2 Year,Yes,24500.0,26.0,56,0
267502,Female,39,1,28.0,1,1-2 Year,No,59463.0,26.0,126,0
229817,Female,73,1,29.0,0,> 2 Years,Yes,32532.0,154.0,64,0
136332,Male,42,1,15.0,0,1-2 Year,Yes,2630.0,156.0,92,0
159535,Male,41,1,7.0,0,1-2 Year,Yes,2630.0,163.0,177,0
272416,Female,55,1,28.0,0,1-2 Year,Yes,54639.0,26.0,141,1
280593,Female,53,1,15.0,0,1-2 Year,No,22774.0,26.0,158,0
356690,Female,30,1,45.0,0,< 1 Year,Yes,30659.0,152.0,231,0
102879,Male,47,1,24.0,0,1-2 Year,Yes,34554.0,163.0,66,1
170806,Female,22,1,8.0,1,< 1 Year,No,51380.0,152.0,52,0
173186,Female,44,1,46.0,0,1-2 Year,Yes,18889.0,90.0,182,0
157857,Female,30,1,28.0,0,1-2 Year,Yes,2630.0,156.0,94,0
108685,Female,30,1,50.0,0,< 1 Year,Yes,34210.0,156.0,122,1
287342,Female,70,1,28.0,1,1-2 Year,No,2630.0,26.0,26,0
199375,Male,23,1,29.0,1,< 1 Year,No,24447.0,152.0,68,0
83742,Female,43,1,43.0,0,1-2 Year,Yes,26365.0,26.0,222,0
302195,Female,25,1,28.0,1,< 1 Year,No,51525.0,152.0,190,0
9537,Female,51,1,17.0,0,> 2 Years,Yes,68649.0,124.0,132,0
298967,Male,70,1,3.0,1,1-2 Year,No,59109.0,26.0,256,0
78055,Male,61,1,28.0,0,1-2 Year,Yes,25954.0,124.0,118,1
18269,Female,22,1,28.0,0,< 1 Year,Yes,41211.0,154.0,291,0
259308,Male,48,1,15.0,1,1-2 Year,No,27668.0,26.0,293,0
8866,Female,24,1,8.0,1,< 1 Year,No,42947.0,152.0,241,0
143760,Female,24,1,15.0,1,< 1 Year,No,26360.0,152.0,256,0
232919,Female,22,1,10.0,0,< 1 Year,No,28347.0,152.0,159,0
18203,Male,28,1,50.0,1,< 1 Year,No,43168.0,152.0,187,0
39680,Female,24,1,8.0,1,< 1 Year,No,36321.0,152.0,136,0
215890,Female,29,1,30.0,1,< 1 Year,No,2630.0,152.0,72,0
359474,Male,36,1,24.0,0,1-2 Year,Yes,31105.0,124.0,261,0
271946,Female,48,1,8.0,1,1-2 Year,No,44372.0,122.0,105,0
207798,Female,44,1,28.0,0,1-2 Year,No,42359.0,26.0,115,0
282108,Male,36,1,28.0,1,1-2 Year,No,55857.0,124.0,17,0
98190,Male,23,1,28.0,1,< 1 Year,No,46091.0,152.0,105,0
236344,Male,50,1,28.0,0,1-2 Year,Yes,39009.0,125.0,219,0
215688,Male,30,1,28.0,0,1-2 Year,Yes,2630.0,156.0,134,0
365130,Female,24,1,16.0,0,< 1 Year,Yes,20035.0,152.0,73,0
4442,Female,49,1,13.0,0,1-2 Year,Yes,2630.0,26.0,260,1
75046,Male,23,1,29.0,1,1-2 Year,No,28066.0,124.0,98,0
241944,Male,63,1,49.0,0,1-2 Year,Yes,35997.0,26.0,284,0
258614,Male,24,1,12.0,1,< 1 Year,No,31290.0,152.0,104,0
339382,Female,21,1,16.0,1,< 1 Year,No,24629.0,152.0,107,0
116666,Male,33,1,39.0,0,< 1 Year,Yes,33942.0,125.0,167,0
362373,Male,24,1,29.0,1,< 1 Year,No,13561.0,152.0,150,0
154508,Male,34,1,36.0,0,< 1 Year,No,2630.0,1.0,86,0
241689,Female,63,1,28.0,0,1-2 Year,Yes,40344.0,124.0,293,1
18873,Female,37,1,0.0,0,1-2 Year,Yes,2630.0,26.0,22,0
172448,Female,31,1,5.0,1,1-2 Year,No,25381.0,124.0,77,0
14445,Male,24,1,36.0,0,< 1 Year,Yes,43801.0,152.0,299,0
70672,Male,39,1,28.0,1,1-2 Year,No,27631.0,26.0,63,0
139260,Male,70,1,8.0,0,1-2 Year,Yes,51269.0,26.0,160,0
75941,Female,40,1,28.0,0,1-2 Year,Yes,41738.0,55.0,113,1
344418,Male,21,1,46.0,1,< 1 Year,No,26254.0,152.0,93,0
103573,Male,65,1,28.0,0,1-2 Year,Yes,41746.0,124.0,35,0
289202,Male,24,1,32.0,1,< 1 Year,No,35644.0,152.0,20,0
66631,Female,28,1,8.0,1,< 1 Year,No,2630.0,152.0,203,0
72912,Male,52,1,28.0,0,1-2 Year,No,44562.0,26.0,229,0
185823,Female,49,1,51.0,0,1-2 Year,Yes,2630.0,124.0,69,0
130316,Female,45,1,28.0,0,1-2 Year,Yes,21500.0,26.0,97,1
111607,Female,27,1,44.0,1,< 1 Year,No,2630.0,152.0,256,0
289131,Female,77,1,8.0,0,> 2 Years,Yes,2630.0,26.0,61,1
250914,Male,28,1,3.0,1,< 1 Year,No,27646.0,152.0,24,0
119923,Male,57,1,17.0,0,1-2 Year,Yes,27208.0,26.0,166,0
101044,Female,49,1,33.0,0,1-2 Year,Yes,27549.0,124.0,258,0
369626,Female,38,1,28.0,0,1-2 Year,Yes,51648.0,26.0,73,0
55539,Male,25,1,28.0,0,< 1 Year,Yes,44405.0,152.0,98,1
366173,Female,55,1,29.0,1,1-2 Year,No,25585.0,152.0,261,0
19221,Male,30,1,8.0,1,< 1 Year,No,32225.0,152.0,81,0
307141,Male,56,1,0.0,0,> 2 Years,Yes,2630.0,124.0,137,1
242310,Male,74,1,28.0,0,1-2 Year,Yes,34337.0,23.0,29,0
50277,Female,24,1,6.0,1,< 1 Year,No,24860.0,152.0,103,0
83850,Male,34,1,15.0,1,1-2 Year,No,23555.0,152.0,114,0
269338,Male,71,1,8.0,0,1-2 Year,Yes,102046.0,7.0,276,0
342664,Female,49,1,41.0,0,1-2 Year,Yes,50316.0,124.0,52,0
254661,Male,73,1,28.0,0,1-2 Year,Yes,53402.0,26.0,271,0
271325,Female,22,1,41.0,1,< 1 Year,No,2630.0,152.0,168,0
182672,Female,45,1,28.0,0,1-2 Year,Yes,2630.0,122.0,201,0
160101,Male,33,1,35.0,1,< 1 Year,No,50755.0,152.0,66,0
101317,Male,24,1,9.0,1,< 1 Year,No,2630.0,152.0,100,0
357877,Male,23,1,33.0,0,< 1 Year,Yes,32452.0,151.0,111,0
87101,Male,33,1,36.0,1,< 1 Year,No,34493.0,152.0,213,0
66282,Male,42,1,46.0,1,1-2 Year,No,2630.0,124.0,31,0
47815,Female,21,1,50.0,0,< 1 Year,No,31937.0,152.0,245,0
367015,Male,36,1,29.0,0,1-2 Year,Yes,31374.0,124.0,230,0
27868,Female,25,1,15.0,0,< 1 Year,Yes,30326.0,152.0,44,0
282364,Female,60,1,28.0,0,> 2 Years,Yes,2630.0,26.0,299,1
119162,Male,48,1,46.0,0,1-2 Year,Yes,31443.0,124.0,299,0
145290,Male,22,1,45.0,1,< 1 Year,No,41904.0,152.0,50,0
323985,Female,21,1,36.0,1,< 1 Year,No,32640.0,152.0,217,0
59099,Female,26,1,16.0,1,< 1 Year,No,2630.0,152.0,54,0
149253,Male,76,1,28.0,1,1-2 Year,No,48827.0,26.0,53,0
173484,Male,27,1,30.0,1,< 1 Year,No,36306.0,152.0,249,0
94022,Female,22,1,45.0,1,< 1 Year,No,38852.0,152.0,221,0
336083,Female,27,1,19.0,1,< 1 Year,No,2630.0,152.0,211,0
73551,Male,70,1,28.0,0,1-2 Year,Yes,39470.0,122.0,247,0
246186,Female,29,1,35.0,1,< 1 Year,No,40396.0,152.0,226,0
152196,Male,49,1,28.0,0,1-2 Year,Yes,28134.0,124.0,184,0
78900,Male,24,1,32.0,0,< 1 Year,No,33762.0,152.0,171,0
